V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Tester
4.99,4.99,4.99,4.58,4.35,4.06,4.76,4.99,4.81,4.99,3.62,3.9,3.06,3.13,3.13,3.89,3.56,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.34,4.05,4.76,4.99,4.8,4.99,3.62,3.9,3.06,3.13,3.13,3.89,3.56,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.35,4.05,4.76,4.99,4.81,4.99,3.63,3.9,3.06,3.13,3.13,3.9,3.56,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.04,4.76,4.99,4.81,4.99,3.62,3.9,3.06,3.13,3.13,3.9,3.55,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.04,4.77,4.99,4.81,4.99,3.62,3.89,3.05,3.12,3.12,3.9,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.35,4.04,4.76,4.99,4.81,4.99,3.6,3.89,3.05,3.12,3.13,3.9,3.55,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.35,4.03,4.74,4.99,4.81,4.99,3.59,3.88,3.05,3.12,3.12,3.9,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.35,4.02,4.75,4.99,4.81,4.99,3.59,3.88,3.05,3.12,3.12,3.89,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.35,4.02,4.74,4.99,4.8,4.99,3.6,3.89,3.05,3.13,3.13,3.88,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.02,4.74,4.99,4.8,4.99,3.6,3.88,3.05,3.12,3.12,3.88,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.03,4.75,4.99,4.81,4.99,3.61,3.88,3.05,3.12,3.13,3.88,3.55,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.03,4.75,4.99,4.81,4.99,3.6,3.89,3.06,3.13,3.13,3.89,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.34,4.02,4.74,4.99,4.82,4.99,3.6,3.88,3.04,3.12,3.12,3.88,3.55,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.02,4.74,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.12,3.87,3.55,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.32,4.02,4.73,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.12,3.87,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.33,4.01,4.72,4.99,4.81,4.99,3.59,3.88,3.04,3.12,3.12,3.87,3.53,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,4.01,4.72,4.99,4.81,4.99,3.6,3.9,3.05,3.13,3.13,3.87,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.01,4.71,4.99,4.81,4.99,3.59,3.89,3.05,3.13,3.13,3.88,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.33,4.01,4.71,4.99,4.81,4.99,3.6,3.89,3.05,3.12,3.13,3.88,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.32,4.01,4.72,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.11,3.88,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,4,4.71,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.11,3.77,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.01,4.71,4.99,4.8,4.99,3.6,3.88,3.05,3.12,3.12,3.78,3.53,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.01,4.72,4.99,4.8,4.99,3.6,3.89,3.05,3.12,3.11,3.77,3.53,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4.01,4.71,4.99,4.79,4.99,3.6,3.88,3.05,3.12,3.11,3.78,3.53,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4.01,4.71,4.99,4.8,4.99,3.6,3.89,3.05,3.12,3.12,3.78,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4.01,4.7,4.99,4.8,4.99,3.59,3.89,3.05,3.12,3.12,3.79,3.53,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,4.01,4.7,4.99,4.8,4.99,3.6,3.89,3.05,3.12,3.12,3.79,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4,4.71,4.99,4.8,4.99,3.58,3.88,3.04,3.12,3.11,3.77,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.27,4,4.71,4.99,4.8,4.99,3.58,3.88,3.04,3.12,3.11,3.78,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.28,3.99,4.71,4.99,4.79,4.99,3.59,3.88,3.05,3.11,3.11,3.77,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.28,3.99,4.71,4.99,4.79,4.99,3.58,3.88,3.05,3.12,3.11,3.77,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.71,4.99,4.79,4.99,3.58,3.87,3.05,3.11,3.11,3.77,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.99,4.72,4.99,4.79,4.99,3.59,3.88,3.05,3.12,3.12,3.77,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.71,4.99,4.79,4.99,3.59,3.88,3.06,3.12,3.12,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.71,4.99,4.79,4.99,3.58,3.87,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.7,4.99,4.8,4.99,3.58,3.88,3.05,3.12,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.98,4.7,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.28,3.99,4.71,4.99,4.79,4.99,3.57,3.88,3.05,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.98,4.71,4.99,4.78,4.99,3.57,3.87,3.04,3.11,3.1,3.77,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.99,4.71,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.09,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,3.99,4.7,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.11,3.76,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,3.99,4.7,4.99,4.8,4.99,3.57,3.88,3.05,3.12,3.12,3.76,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.3,3.99,4.69,4.99,4.79,4.99,3.56,3.86,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,3.99,4.7,4.99,4.81,4.99,3.56,3.86,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.99,4.71,4.99,4.79,4.99,3.57,3.86,3.03,3.11,3.1,3.77,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.98,4.7,4.99,4.8,4.99,3.57,3.87,3.04,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.99,4.7,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.27,3.99,4.71,4.99,4.79,4.99,3.57,3.87,3.05,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.28,3.99,4.7,4.99,4.79,4.99,3.57,3.87,3.05,3.11,3.11,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.99,4.7,4.99,4.79,4.99,3.57,3.86,3.04,3.11,3.1,3.77,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.27,3.99,4.7,4.99,4.81,4.99,3.56,3.86,3.03,3.11,3.1,3.77,3.5,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.28,3.98,4.7,4.99,4.79,4.99,3.56,3.86,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.98,4.7,4.99,4.79,4.99,3.55,3.86,3.03,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.55,4.3,3.99,4.7,4.99,4.74,4.99,3.54,3.86,3.04,3.11,3.1,3.76,3.5,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.27,4,4.79,4.99,4.88,4.99,3.58,3.86,3.04,3.11,3.14,3.89,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.26,3.99,4.76,4.99,4.99,4.99,3.51,3.84,3.04,3.12,3.16,3.89,3.6,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.52,4.26,4,4.79,4.99,4.99,4.99,3.5,3.82,3.04,3.11,3.16,3.91,3.63,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.31,4.01,4.81,4.99,4.8,4.99,3.48,3.81,3.03,3.09,3.13,3.89,3.63,3.98,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.38,4.13,4.99,4.99,4.99,4.99,3.43,3.76,3.02,3.08,3.14,3.89,3.74,3.98,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.42,4.16,4.99,4.99,4.89,4.99,3.48,3.72,3.02,3.07,3.12,3.87,3.75,3.99,4.99,4.99,Fujii
4.99,4.99,4.99,4.62,4.47,4.21,4.99,4.99,4.8,4.99,3.51,3.8,3.03,3.08,3.1,3.88,3.85,4.02,4.99,4.99,Fujii
4.99,4.99,4.99,4.59,4.46,4.24,4.99,4.99,4.71,4.99,3.45,3.75,3.01,3.07,3.11,3.85,3.68,4.01,4.99,4.99,Fujii
4.99,4.99,4.99,4.62,4.48,4.25,4.99,4.99,4.83,4.99,3.47,3.73,3.01,3.07,3.11,3.91,4.02,4.08,4.99,4.99,Fujii
4.83,4.99,4.99,4.58,4.48,4.24,4.99,4.99,4.79,4.99,3.5,3.72,3.02,3.05,3.11,3.87,3.93,4.01,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.48,4.24,4.99,4.99,4.77,4.99,3.44,3.76,3.02,3.09,3.12,3.92,3.99,4.05,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.48,4.24,4.99,4.99,4.82,4.99,3.42,3.73,3.01,3.06,3.1,3.92,3.99,4.1,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.47,4.25,4.99,4.99,4.99,4.99,3.39,3.71,3.01,3.06,3.1,3.9,3.95,4.11,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.47,4.2,4.99,4.99,4.83,4.99,3.4,3.7,3.02,3.06,3.1,3.89,3.93,4.09,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.46,4.2,4.99,4.99,4.99,4.99,3.42,3.74,3.02,3.07,3.1,3.9,3.96,4.09,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.44,4.19,4.99,4.99,4.99,4.99,3.42,3.73,3.03,3.11,3.1,3.89,3.98,4.1,4.99,4.99,Fujii
4.99,4.99,4.99,4.52,4.39,4.17,4.99,4.99,4.81,4.99,3.4,3.76,3.03,3.13,3.13,3.89,3.97,4.09,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.4,4.17,4.99,4.99,4.99,4.99,3.4,3.71,3.02,3.08,3.12,3.88,3.92,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.51,4.39,4.15,4.99,4.99,4.8,4.99,3.41,3.81,3.04,3.14,3.13,3.88,3.9,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.4,4.16,4.99,4.99,4.75,4.99,3.4,3.75,3.02,3.1,3.13,3.88,3.91,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.43,4.18,4.99,4.99,4.99,4.99,3.37,3.7,3.01,3.08,3.13,3.89,3.92,4.06,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.43,4.17,4.99,4.99,4.99,4.99,3.38,3.68,3,3.08,3.13,3.89,3.92,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.43,4.16,4.99,4.99,4.99,4.99,3.37,3.68,3.01,3.08,3.13,3.88,3.9,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.42,4.17,4.99,4.99,4.99,4.99,3.37,3.67,3.01,3.07,3.12,3.88,3.92,4.08,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.42,4.17,4.99,4.99,4.99,4.99,3.37,3.67,3.01,3.06,3.12,3.88,3.91,4.06,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.43,4.17,4.99,4.99,4.9,4.99,3.37,3.68,3.01,3.06,3.14,3.88,3.94,4.06,4.99,4.99,Fujii
4.99,4.99,4.99,4.5,4.43,4.17,4.99,4.99,4.9,4.99,3.38,3.67,3.01,3.07,3.14,3.88,3.92,4.04,4.99,4.99,Fujii
4.99,4.99,4.99,4.5,4.42,4.17,4.99,4.99,4.99,4.99,3.38,3.7,3.01,3.08,3.14,3.88,3.9,4.04,4.99,4.99,Fujii
4.99,4.99,4.99,4.52,4.41,4.15,4.99,4.99,4.99,4.99,3.37,3.71,3.02,3.08,3.14,3.88,3.91,4.03,4.99,4.99,Fujii
4.99,4.99,4.99,4.51,4.4,4.13,4.99,4.99,4.99,4.99,3.38,3.67,3.01,3.07,3.15,3.9,4.01,4.08,4.99,4.99,Fujii
4.99,4.99,4.99,4.49,4.41,4.14,4.99,4.99,4.99,4.99,3.39,3.68,3,3.07,3.14,3.89,3.96,4.06,4.99,4.99,Fujii
